name,season,episode,character
A Man Without Honor,2,7,Tyrion Lannister
A Man Without Honor,2,7,Cersei Lannister
A Man Without Honor,2,7,Jaime Lannister
A Man Without Honor,2,7,Catelyn Stark
A Man Without Honor,2,7,Daenerys Targaryen
A Man Without Honor,2,7,Jorah Mormont
A Man Without Honor,2,7,Jon Snow
A Man Without Honor,2,7,Tywin Lannister
A Man Without Honor,2,7,Davos Seaworth
A Man Without Honor,2,7,Joffrey Baratheon
A Man Without Honor,2,7,Bran Stark
A Man Without Honor,2,7,Robb Stark
A Man Without Honor,2,7,Arya Stark
A Man Without Honor,2,7,Theon Greyjoy
A Man Without Honor,2,7,Samwell Tarly
A Man Without Honor,2,7,Stannis Baratheon
A Man Without Honor,2,7,Shae
A Man Without Honor,2,7,Bronn
A Man Without Honor,2,7,Osha
A Man Without Honor,2,7,Roose Bolton
A Man Without Honor,2,7,Jaqen H'ghar
A Man Without Honor,2,7,Ygritte
A Man Without Honor,2,7,Qhorin Halfhand
A Man Without Honor,2,7,Gendry
A Man Without Honor,2,7,Brienne of Tarth
A Man Without Honor,2,7,Kevan Lannister
A Man Without Honor,2,7,Rickard Karstark
A Man Without Honor,2,7,Grenn
A Man Without Honor,2,7,Eddison Tollett
A Man Without Honor,2,7,Hot Pie
A Man Without Honor,2,7,Aelinor Penrose
A Man Without Honor,2,7,Rorge
A Man Without Honor,2,7,Rattleshirt
A Man Without Honor,2,7,Hodor
A Man Without Honor,2,7,Biter
A Man Without Honor,2,7,Podrick Payne
A Man Without Honor,2,7,Rickon Stark
A Man Without Honor,2,7,Gregor Clegane
A Man Without Honor,2,7,Matthos Seaworth
The Prince of Winterfell,2,8,Hallyne
The Prince of Winterfell,2,8,Matthos Seaworth
The Prince of Winterfell,2,8,Ilyn Payne
The Prince of Winterfell,2,8,Mandon Moore
The Prince of Winterfell,2,8,Tyrion Lannister
The Prince of Winterfell,2,8,Cersei Lannister
The Prince of Winterfell,2,8,Tywin Lannister
The Prince of Winterfell,2,8,Davos Seaworth
The Prince of Winterfell,2,8,Joffrey Baratheon
The Prince of Winterfell,2,8,Sansa Stark
The Prince of Winterfell,2,8,Sandor Clegane
The Prince of Winterfell,2,8,Stannis Baratheon
The Prince of Winterfell,2,8,Bronn
The Prince of Winterfell,2,8,Shae
The Prince of Winterfell,2,8,Lancel Lannister
The Prince of Winterfell,2,8,Loras Tyrell
The Prince of Winterfell,2,8,Dontos Hollard
The Prince of Winterfell,2,8,Tommen Baratheon
The Prince of Winterfell,2,8,Podrick Payne
Valar Morghulis,2,10,Tyrion Lannister
Valar Morghulis,2,10,Cersei Lannister
Valar Morghulis,2,10,Daenerys Targaryen
Valar Morghulis,2,10,Jon Snow
Valar Morghulis,2,10,Robb Stark
Valar Morghulis,2,10,Jorah Mormont
Valar Morghulis,2,10,Catelyn Stark
Valar Morghulis,2,10,Petyr Baelish
Valar Morghulis,2,10,Tywin Lannister
Valar Morghulis,2,10,Davos Seaworth
Valar Morghulis,2,10,Stannis Baratheon
Valar Morghulis,2,10,Melisandre
Valar Morghulis,2,10,Margaery Tyrell
Valar Morghulis,2,10,Samwell Tarly
Valar Morghulis,2,10,Joffrey Baratheon
Valar Morghulis,2,10,Sansa Stark
Valar Morghulis,2,10,Shae
Valar Morghulis,2,10,Ygritte
Valar Morghulis,2,10,Bronn
Valar Morghulis,2,10,Jeor Mormont
Valar Morghulis,2,10,Mance Rayder
Valar Morghulis,2,10,Roose Bolton
Valar Morghulis,2,10,Barristan Selmy
Valar Morghulis,2,10,Loras Tyrell
Valar Morghulis,2,10,Aelinor Penrose
Valar Morghulis,2,10,Rickard Karstark
Valar Morghulis,2,10,Salladhor Saan
Valar Morghulis,2,10,Grenn
Valar Morghulis,2,10,Eddison Tollett
Valar Morghulis,2,10,Podrick Payne
Valar Morghulis,2,10,Kraznys mo Nakloz
Valar Morghulis,2,10,Missandei
Valar Morghulis,2,10,Craster
Valar Morghulis,2,10,Rattleshirt
Valar Morghulis,2,10,Meryn Trant
Valar Morghulis,2,10,Goghor the Giant
Blackwater,2,9,Pyat Pree
Blackwater,2,9,Qhorin Halfhand
Blackwater,2,9,Xaro Xhoan Daxos
Blackwater,2,9,Doreah
Blackwater,2,9,Rattleshirt
Blackwater,2,9,Lorren
Blackwater,2,9,Rhaego
Blackwater,2,9,Tyrion Lannister
Blackwater,2,9,Cersei Lannister
Blackwater,2,9,Jaime Lannister
Blackwater,2,9,Catelyn Stark
Blackwater,2,9,Daenerys Targaryen
Blackwater,2,9,Petyr Baelish
Blackwater,2,9,Jorah Mormont
Blackwater,2,9,Jon Snow
Blackwater,2,9,Tywin Lannister
Blackwater,2,9,Bran Stark
Blackwater,2,9,Robb Stark
Blackwater,2,9,Sansa Stark
Blackwater,2,9,Arya Stark
Blackwater,2,9,Theon Greyjoy
Blackwater,2,9,Samwell Tarly
Blackwater,2,9,Joffrey Baratheon
Blackwater,2,9,Margaery Tyrell
Blackwater,2,9,Stannis Baratheon
Blackwater,2,9,Melisandre
Blackwater,2,9,Shae
Blackwater,2,9,Osha
Blackwater,2,9,Jaqen H'ghar
Blackwater,2,9,Brienne of Tarth
Blackwater,2,9,Ygritte
Blackwater,2,9,Gendry
Blackwater,2,9,Loras Tyrell
Blackwater,2,9,Aelinor Penrose
Blackwater,2,9,Grenn
Blackwater,2,9,Eddison Tollett
Blackwater,2,9,Hot Pie
Blackwater,2,9,Rickon Stark
Blackwater,2,9,Hodor
Blackwater,2,9,Podrick Payne
Valar Dohaeris,3,1,Tyrion Lannister
Valar Dohaeris,3,1,Jaime Lannister
Valar Dohaeris,3,1,Cersei Lannister
Valar Dohaeris,3,1,Jon Snow
Valar Dohaeris,3,1,Robb Stark
Valar Dohaeris,3,1,Catelyn Stark
Valar Dohaeris,3,1,Margaery Tyrell
Valar Dohaeris,3,1,Bran Stark
Valar Dohaeris,3,1,Joffrey Baratheon
Valar Dohaeris,3,1,Sansa Stark
Valar Dohaeris,3,1,Arya Stark
Valar Dohaeris,3,1,Theon Greyjoy
Valar Dohaeris,3,1,Gendry
Valar Dohaeris,3,1,Ygritte
Valar Dohaeris,3,1,Samwell Tarly
Valar Dohaeris,3,1,Jeor Mormont
Valar Dohaeris,3,1,Shae
Valar Dohaeris,3,1,Sandor Clegane
Valar Dohaeris,3,1,Mance Rayder
Valar Dohaeris,3,1,Jorelle Mormont
Valar Dohaeris,3,1,Thoros of Myr
Valar Dohaeris,3,1,Brienne of Tarth
Valar Dohaeris,3,1,Donnel Locke
Valar Dohaeris,3,1,Osha
Valar Dohaeris,3,1,Roose Bolton
Valar Dohaeris,3,1,Ramsay Snow
Valar Dohaeris,3,1,Loras Tyrell
Valar Dohaeris,3,1,Meera Reed
Valar Dohaeris,3,1,Hot Pie
Valar Dohaeris,3,1,Rickard Karstark
Valar Dohaeris,3,1,Anguy
Valar Dohaeris,3,1,Grenn
Valar Dohaeris,3,1,Eddison Tollett
Valar Dohaeris,3,1,Craster
Valar Dohaeris,3,1,Hodor
Valar Dohaeris,3,1,Rickon Stark
Valar Dohaeris,3,1,Devyn Sealskinner
"Dark Wings, Dark Words",3,2,Devyn Sealskinner
"Dark Wings, Dark Words",3,2,Genna Lannister
"Dark Wings, Dark Words",3,2,Hoster Tully
"Dark Wings, Dark Words",3,2,Tyrion Lannister
"Dark Wings, Dark Words",3,2,Jaime Lannister
"Dark Wings, Dark Words",3,2,Cersei Lannister
"Dark Wings, Dark Words",3,2,Jon Snow
"Dark Wings, Dark Words",3,2,Daenerys Targaryen
"Dark Wings, Dark Words",3,2,Robb Stark
"Dark Wings, Dark Words",3,2,Jorah Mormont
"Dark Wings, Dark Words",3,2,Catelyn Stark
"Dark Wings, Dark Words",3,2,Petyr Baelish
"Dark Wings, Dark Words",3,2,Stannis Baratheon
"Dark Wings, Dark Words",3,2,Tywin Lannister
"Dark Wings, Dark Words",3,2,Melisandre
"Dark Wings, Dark Words",3,2,Theon Greyjoy
"Dark Wings, Dark Words",3,2,Samwell Tarly
"Dark Wings, Dark Words",3,2,Arya Stark
"Dark Wings, Dark Words",3,2,Gendry
"Dark Wings, Dark Words",3,2,Ygritte
"Dark Wings, Dark Words",3,2,Jeor Mormont
"Dark Wings, Dark Words",3,2,Bronn
"Dark Wings, Dark Words",3,2,Sandor Clegane
"Dark Wings, Dark Words",3,2,Mance Rayder
"Dark Wings, Dark Words",3,2,Craster
"Dark Wings, Dark Words",3,2,Barristan Selmy
"Dark Wings, Dark Words",3,2,Brienne of Tarth
"Dark Wings, Dark Words",3,2,Jorelle Mormont
"Dark Wings, Dark Words",3,2,Edmure Tully
"Dark Wings, Dark Words",3,2,Brynden Tully
"Dark Wings, Dark Words",3,2,Thoros of Myr
"Dark Wings, Dark Words",3,2,Donnel Locke
"Dark Wings, Dark Words",3,2,Ramsay Snow
"Dark Wings, Dark Words",3,2,Grenn
"Dark Wings, Dark Words",3,2,Eddison Tollett
"Dark Wings, Dark Words",3,2,Craster
"Dark Wings, Dark Words",3,2,Gilly
"Dark Wings, Dark Words",3,2,Hot Pie
"Dark Wings, Dark Words",3,2,Aelinor Penrose
"Dark Wings, Dark Words",3,2,Podrick Payne
"Dark Wings, Dark Words",3,2,Anguy
"Dark Wings, Dark Words",3,2,Kraznys mo Nakloz
"Dark Wings, Dark Words",3,2,Missandei
"Dark Wings, Dark Words",3,2,Amarei Crakehall
"Dark Wings, Dark Words",3,2,Martyn Lannister
"Dark Wings, Dark Words",3,2,Willem Lannister
Walk of Punishment,3,3,Jeor Mormont
Walk of Punishment,3,3,Kraznys mo Nakloz
Walk of Punishment,3,3,Aelinor Penrose
Walk of Punishment,3,3,Tyrion Lannister
Walk of Punishment,3,3,Jaime Lannister
Walk of Punishment,3,3,Cersei Lannister
Walk of Punishment,3,3,Daenerys Targaryen
Walk of Punishment,3,3,Jorah Mormont
Walk of Punishment,3,3,Catelyn Stark
Walk of Punishment,3,3,Margaery Tyrell
Walk of Punishment,3,3,Theon Greyjoy
Walk of Punishment,3,3,Tywin Lannister
Walk of Punishment,3,3,Bran Stark
Walk of Punishment,3,3,Sansa Stark
Walk of Punishment,3,3,Arya Stark
Walk of Punishment,3,3,Gendry
Walk of Punishment,3,3,Samwell Tarly
Walk of Punishment,3,3,Joffrey Baratheon
Walk of Punishment,3,3,Sandor Clegane
Walk of Punishment,3,3,Craster
Walk of Punishment,3,3,Barristan Selmy
Walk of Punishment,3,3,Thoros of Myr
Walk of Punishment,3,3,Brienne of Tarth
Walk of Punishment,3,3,Beric Dondarrion
Walk of Punishment,3,3,Donnel Locke
Walk of Punishment,3,3,Ramsay Snow
Walk of Punishment,3,3,Gilly
Walk of Punishment,3,3,Eddison Tollett
Walk of Punishment,3,3,Grenn
Walk of Punishment,3,3,Missandei
Walk of Punishment,3,3,Anguy
And Now His Watch Is Ended,3,4,Rickard Karstark
And Now His Watch Is Ended,3,4,Martyn Lannister
And Now His Watch Is Ended,3,4,Willem Lannister
And Now His Watch Is Ended,3,4,Tyrion Lannister
And Now His Watch Is Ended,3,4,Jaime Lannister
And Now His Watch Is Ended,3,4,Cersei Lannister
And Now His Watch Is Ended,3,4,Daenerys Targaryen
And Now His Watch Is Ended,3,4,Jon Snow
And Now His Watch Is Ended,3,4,Robb Stark
And Now His Watch Is Ended,3,4,Jorah Mormont
And Now His Watch Is Ended,3,4,Catelyn Stark
And Now His Watch Is Ended,3,4,Petyr Baelish
And Now His Watch Is Ended,3,4,Tywin Lannister
And Now His Watch Is Ended,3,4,Stannis Baratheon
And Now His Watch Is Ended,3,4,Davos Seaworth
And Now His Watch Is Ended,3,4,Margaery Tyrell
And Now His Watch Is Ended,3,4,Arya Stark
And Now His Watch Is Ended,3,4,Sansa Stark
And Now His Watch Is Ended,3,4,Gendry
And Now His Watch Is Ended,3,4,Ygritte
And Now His Watch Is Ended,3,4,Sandor Clegane
And Now His Watch Is Ended,3,4,Brienne of Tarth
And Now His Watch Is Ended,3,4,Barristan Selmy
And Now His Watch Is Ended,3,4,Roose Bolton
And Now His Watch Is Ended,3,4,Thoros of Myr
And Now His Watch Is Ended,3,4,Beric Dondarrion
And Now His Watch Is Ended,3,4,Jorelle Mormont
And Now His Watch Is Ended,3,4,Brynden Tully
And Now His Watch Is Ended,3,4,Edmure Tully
And Now His Watch Is Ended,3,4,Donnel Locke
And Now His Watch Is Ended,3,4,Loras Tyrell
And Now His Watch Is Ended,3,4,Shireen Baratheon
And Now His Watch Is Ended,3,4,Missandei
And Now His Watch Is Ended,3,4,Grey Worm
And Now His Watch Is Ended,3,4,Anguy
And Now His Watch Is Ended,3,4,Podrick Payne
And Now His Watch Is Ended,3,4,Olyvar Frey
Kissed by Fire,3,5,Aelinor Penrose
Kissed by Fire,3,5,Tyrion Lannister
Kissed by Fire,3,5,Cersei Lannister
Kissed by Fire,3,5,Jaime Lannister
Kissed by Fire,3,5,Jon Snow
Kissed by Fire,3,5,Robb Stark
Kissed by Fire,3,5,Catelyn Stark
Kissed by Fire,3,5,Petyr Baelish
Kissed by Fire,3,5,Tywin Lannister
Kissed by Fire,3,5,Melisandre
Kissed by Fire,3,5,Theon Greyjoy
Kissed by Fire,3,5,Bran Stark
Kissed by Fire,3,5,Sansa Stark
Kissed by Fire,3,5,Arya Stark
Kissed by Fire,3,5,Samwell Tarly
Kissed by Fire,3,5,Gendry
Kissed by Fire,3,5,Joffrey Baratheon
Kissed by Fire,3,5,Ygritte
Kissed by Fire,3,5,Shae
Kissed by Fire,3,5,Brienne of Tarth
Kissed by Fire,3,5,Roose Bolton
Kissed by Fire,3,5,Thoros of Myr
Kissed by Fire,3,5,Beric Dondarrion
Kissed by Fire,3,5,Jorelle Mormont
Kissed by Fire,3,5,Osha
Kissed by Fire,3,5,Brynden Tully
Kissed by Fire,3,5,Edmure Tully
Kissed by Fire,3,5,Ramsay Snow
Kissed by Fire,3,5,Gilly
Kissed by Fire,3,5,Loras Tyrell
Kissed by Fire,3,5,Meera Reed
Kissed by Fire,3,5,Anguy
Kissed by Fire,3,5,Hodor
Kissed by Fire,3,5,Lothar Frey
Kissed by Fire,3,5,Rickon Stark
The Climb,3,6,Tywin Lannister
The Climb,3,6,Gendry
The Climb,3,6,Shae
The Climb,3,6,Ygritte
The Climb,3,6,Sandor Clegane
The Climb,3,6,Beric Dondarrion
The Climb,3,6,Thoros of Myr
The Climb,3,6,Anguy
The Climb,3,6,Violet
The Climb,3,6,Tyrion Lannister
The Climb,3,6,Jaime Lannister
The Climb,3,6,Daenerys Targaryen
The Climb,3,6,Jon Snow
The Climb,3,6,Robb Stark
The Climb,3,6,Jorah Mormont
The Climb,3,6,Catelyn Stark
The Climb,3,6,Margaery Tyrell
The Climb,3,6,Melisandre
The Climb,3,6,Bran Stark
The Climb,3,6,Sansa Stark
The Climb,3,6,Arya Stark
The Climb,3,6,Theon Greyjoy
The Climb,3,6,Joffrey Baratheon
The Climb,3,6,Bronn
The Climb,3,6,Jorelle Mormont
The Climb,3,6,Brienne of Tarth
The Climb,3,6,Donnel Locke
The Climb,3,6,Osha
The Climb,3,6,Roose Bolton
The Climb,3,6,Brynden Tully
The Climb,3,6,Edmure Tully
The Climb,3,6,Barristan Selmy
The Climb,3,6,Ramsay Snow
The Climb,3,6,Meera Reed
The Climb,3,6,Missandei
The Climb,3,6,Grey Worm
The Climb,3,6,Hodor
The Climb,3,6,Myranda Royce
The Climb,3,6,Rickon Stark
Second Sons,3,8,Catelyn Stark
Second Sons,3,8,Jorelle Mormont
Second Sons,3,8,Lothar Frey
Second Sons,3,8,Roslin Frey
Second Sons,3,8,Joyeuse Erenford
Second Sons,3,8,Daenerys Targaryen
Second Sons,3,8,Jon Snow
Second Sons,3,8,Robb Stark
Second Sons,3,8,Jorah Mormont
Second Sons,3,8,Samwell Tarly
Second Sons,3,8,Bran Stark
Second Sons,3,8,Arya Stark
Second Sons,3,8,Ygritte
Second Sons,3,8,Sandor Clegane
Second Sons,3,8,Walder Frey
Second Sons,3,8,Barristan Selmy
Second Sons,3,8,Brynden Tully
Second Sons,3,8,Roose Bolton
Second Sons,3,8,Edmure Tully
Second Sons,3,8,Osha
Second Sons,3,8,Meera Reed
Second Sons,3,8,Gilly
Second Sons,3,8,Daario Naharis
Second Sons,3,8,Grey Worm
Second Sons,3,8,Missandei
Second Sons,3,8,Hodor
Second Sons,3,8,Rickon Stark
The Bear and the Maiden Fair,3,7,Egon Emeros
The Bear and the Maiden Fair,3,7,Prendahl na Ghezn
The Bear and the Maiden Fair,3,7,Tyrion Lannister
The Bear and the Maiden Fair,3,7,Cersei Lannister
The Bear and the Maiden Fair,3,7,Daenerys Targaryen
The Bear and the Maiden Fair,3,7,Tywin Lannister
The Bear and the Maiden Fair,3,7,Jorah Mormont
The Bear and the Maiden Fair,3,7,Stannis Baratheon
The Bear and the Maiden Fair,3,7,Davos Seaworth
The Bear and the Maiden Fair,3,7,Melisandre
The Bear and the Maiden Fair,3,7,Margaery Tyrell
The Bear and the Maiden Fair,3,7,Joffrey Baratheon
The Bear and the Maiden Fair,3,7,Sansa Stark
The Bear and the Maiden Fair,3,7,Arya Stark
The Bear and the Maiden Fair,3,7,Samwell Tarly
The Bear and the Maiden Fair,3,7,Gendry
The Bear and the Maiden Fair,3,7,Shae
The Bear and the Maiden Fair,3,7,Sandor Clegane
The Bear and the Maiden Fair,3,7,Bronn
The Bear and the Maiden Fair,3,7,Barristan Selmy
The Bear and the Maiden Fair,3,7,Gilly
The Bear and the Maiden Fair,3,7,Loras Tyrell
The Bear and the Maiden Fair,3,7,Daario Naharis
The Bear and the Maiden Fair,3,7,Grey Worm
The Bear and the Maiden Fair,3,7,Missandei
The Bear and the Maiden Fair,3,7,Podrick Payne
The Bear and the Maiden Fair,3,7,Meryn Trant
The Rains of Castamere,3,9,Tywin Lannister
The Rains of Castamere,3,9,Ygritte
The Rains of Castamere,3,9,Gendry
The Rains of Castamere,3,9,Sandor Clegane
The Rains of Castamere,3,9,Shae
The Rains of Castamere,3,9,Maester Aemon
The Rains of Castamere,3,9,Pypar
The Rains of Castamere,3,9,Shireen Baratheon
The Rains of Castamere,3,9,Tyrion Lannister
The Rains of Castamere,3,9,Jaime Lannister
The Rains of Castamere,3,9,Cersei Lannister
The Rains of Castamere,3,9,Daenerys Targaryen
The Rains of Castamere,3,9,Jon Snow
The Rains of Castamere,3,9,Jorah Mormont
The Rains of Castamere,3,9,Davos Seaworth
The Rains of Castamere,3,9,Stannis Baratheon
The Rains of Castamere,3,9,Melisandre
The Rains of Castamere,3,9,Bran Stark
The Rains of Castamere,3,9,Sansa Stark
The Rains of Castamere,3,9,Arya Stark
The Rains of Castamere,3,9,Theon Greyjoy
The Rains of Castamere,3,9,Joffrey Baratheon
The Rains of Castamere,3,9,Samwell Tarly
The Rains of Castamere,3,9,Walder Frey
The Rains of Castamere,3,9,Balon Greyjoy
The Rains of Castamere,3,9,Roose Bolton
The Rains of Castamere,3,9,Brienne of Tarth
The Rains of Castamere,3,9,Barristan Selmy
The Rains of Castamere,3,9,Ramsay Snow
The Rains of Castamere,3,9,Gilly
The Rains of Castamere,3,9,Meera Reed
The Rains of Castamere,3,9,Podrick Payne
The Rains of Castamere,3,9,Daario Naharis
The Rains of Castamere,3,9,Hodor
The Rains of Castamere,3,9,Missandei
The Rains of Castamere,3,9,Grey Worm
Mhysa,3,10,Polliver
Mhysa,3,10,Tyrion Lannister
Mhysa,3,10,Jaime Lannister
Mhysa,3,10,Cersei Lannister
Mhysa,3,10,Daenerys Targaryen
Mhysa,3,10,Jon Snow
Mhysa,3,10,Joffrey Baratheon
Mhysa,3,10,Sansa Stark
Mhysa,3,10,Margaery Tyrell
Mhysa,3,10,Tywin Lannister
Mhysa,3,10,Arya Stark
Mhysa,3,10,Samwell Tarly
Mhysa,3,10,Ygritte
Mhysa,3,10,Sandor Clegane
Mhysa,3,10,Brienne of Tarth
Mhysa,3,10,Bronn
Mhysa,3,10,Jorah Mormont
Mhysa,3,10,Shae
Mhysa,3,10,Oberyn Martell
Mhysa,3,10,Ellaria Sand
Mhysa,3,10,Daario Naharis
Mhysa,3,10,Barristan Selmy
Mhysa,3,10,Maester Aemon
Mhysa,3,10,Alliser Thorne
Mhysa,3,10,Grey Worm
Mhysa,3,10,Styr
Mhysa,3,10,Missandei
Mhysa,3,10,Janos Slynt
Mhysa,3,10,Podrick Payne
Mhysa,3,10,Meryn Trant
Mhysa,3,10,Dontos Hollard
Mhysa,3,10,Olyvar Frey
Mhysa,3,10,Othell Yarwyck
Mhysa,3,10,Amarei Crakehall
Mhysa,3,10,Maerie (Whore)
Mhysa,3,10,Maerie (Whore)
Two Swords,4,1,Tansy
Two Swords,4,1,Axell Florent
Two Swords,4,1,Tyrion Lannister
Two Swords,4,1,Jaime Lannister
Two Swords,4,1,Cersei Lannister
Two Swords,4,1,Tywin Lannister
Two Swords,4,1,Margaery Tyrell
Two Swords,4,1,Davos Seaworth
Two Swords,4,1,Stannis Baratheon
Two Swords,4,1,Melisandre
Two Swords,4,1,Theon Greyjoy
Two Swords,4,1,Joffrey Baratheon
Two Swords,4,1,Bran Stark
Two Swords,4,1,Sansa Stark
Two Swords,4,1,Brienne of Tarth
Two Swords,4,1,Shae
Two Swords,4,1,Ramsay Snow
Two Swords,4,1,Bronn
Two Swords,4,1,Oberyn Martell
Two Swords,4,1,Ellaria Sand
Two Swords,4,1,Roose Bolton
Two Swords,4,1,Donnel Locke
Two Swords,4,1,Mace Tyrell
Two Swords,4,1,Loras Tyrell
Two Swords,4,1,Meera Reed
Two Swords,4,1,Hodor
Two Swords,4,1,Tommen Baratheon
Two Swords,4,1,Podrick Payne
Two Swords,4,1,Meryn Trant
Two Swords,4,1,Dontos Hollard
Two Swords,4,1,Shireen Baratheon
Two Swords,4,1,Myranda Royce
Breaker of Chains,4,3,Janos Slynt
Breaker of Chains,4,3,Grenn
Breaker of Chains,4,3,Pypar
Breaker of Chains,4,3,Tyrion Lannister
Breaker of Chains,4,3,Jaime Lannister
Breaker of Chains,4,3,Cersei Lannister
Breaker of Chains,4,3,Daenerys Targaryen
Breaker of Chains,4,3,Jon Snow
Breaker of Chains,4,3,Petyr Baelish
Breaker of Chains,4,3,Margaery Tyrell
Breaker of Chains,4,3,Samwell Tarly
Breaker of Chains,4,3,Bran Stark
Breaker of Chains,4,3,Sansa Stark
Breaker of Chains,4,3,Brienne of Tarth
Breaker of Chains,4,3,Bronn
Breaker of Chains,4,3,Jorah Mormont
Breaker of Chains,4,3,Daario Naharis
Breaker of Chains,4,3,Barristan Selmy
Breaker of Chains,4,3,Alliser Thorne
Breaker of Chains,4,3,Donnel Locke
Breaker of Chains,4,3,Missandei
Breaker of Chains,4,3,Grey Worm
Breaker of Chains,4,3,Meera Reed
Breaker of Chains,4,3,Hodor
Breaker of Chains,4,3,Eddison Tollett
Breaker of Chains,4,3,Craster
Breaker of Chains,4,3,Tommen Baratheon
Breaker of Chains,4,3,Podrick Payne
Breaker of Chains,4,3,Holly
The Lion and the Rose,4,2,Tywin Lannister
The Lion and the Rose,4,2,Sandor Clegane
The Lion and the Rose,4,2,Ygritte
The Lion and the Rose,4,2,Oberyn Martell
The Lion and the Rose,4,2,Maester Aemon
The Lion and the Rose,4,2,Styr
The Lion and the Rose,4,2,Janos Slynt
The Lion and the Rose,4,2,Grenn
The Lion and the Rose,4,2,Dontos Hollard
The Lion and the Rose,4,2,Pypar
The Lion and the Rose,4,2,Shireen Baratheon
The Lion and the Rose,4,2,Oznak zo Pahl
The Lion and the Rose,4,2,Tyrion Lannister
The Lion and the Rose,4,2,Jaime Lannister
The Lion and the Rose,4,2,Cersei Lannister
The Lion and the Rose,4,2,Daenerys Targaryen
The Lion and the Rose,4,2,Jon Snow
The Lion and the Rose,4,2,Petyr Baelish
The Lion and the Rose,4,2,Margaery Tyrell
The Lion and the Rose,4,2,Davos Seaworth
The Lion and the Rose,4,2,Stannis Baratheon
The Lion and the Rose,4,2,Joffrey Baratheon
The Lion and the Rose,4,2,Sansa Stark
